날짜,발전기명,최고기온(℃),최저기온(℃),강수량(mm),평균풍속(m/s),평균 전운량(1/10),발전량(kWh)
2022-05-09,광양항광양냉장태양광,22.7,13.1,,2.1,6.9,3.276869
2022-05-10,광양항광양냉장태양광,22.8,14.5,0,2.7,8.8,3.235408
2022-05-11,광양항광양냉장태양광,24.1,15.1,,1,8.3,2.276019
2022-05-12,광양항광양냉장태양광,25.7,17,,1.2,9.4,2.326158
2022-05-13,광양항광양냉장태양광,19.6,14.2,1.2,1,8.9,0.555866
2022-05-14,광양항광양냉장태양광,24.5,11.7,,2.1,4.1,4.134053
2022-05-15,광양항광양냉장태양광,22.6,11.7,,1.7,6.6,4.3052
2022-05-16,광양항광양냉장태양광,26.3,11.4,,1.6,3.4,4.434406
2022-05-17,광양항광양냉장태양광,27.1,11.8,,1.7,2.3,3.92048
2022-05-18,광양항광양냉장태양광,28,14,,1.6,0.1,4.164426
2022-05-19,광양항광양냉장태양광,24.6,14.9,,1.3,8.3,2.709431
2022-05-20,광양항광양냉장태양광,25.3,16.5,,1.3,7.1,2.362796
2022-05-21,광양항광양냉장태양광,30.7,14.6,,1.7,1.3,4.177442
2022-05-22,광양항광양냉장태양광,32.2,16.3,,2.1,0.8,4.122963
2022-05-23,광양항광양냉장태양광,28.7,17.8,,1.5,4,3.490925
2022-05-24,광양항광양냉장태양광,31.1,16.7,,1.2,0.1,3.871789
2022-05-25,광양항광양냉장태양광,29.5,16.8,,1.6,3.3,3.880947
2022-05-26,광양항광양냉장태양광,28.9,17.9,,2.3,4.9,4.11718
2022-05-27,광양항광양냉장태양광,30.2,13.7,,2.3,0.1,4.317734
2022-05-28,광양항광양냉장태양광,30.7,15.6,,1.5,6.1,3.245052
2022-05-29,광양항광양냉장태양광,27.6,15.2,0,1.5,3.3,4.068967
2022-05-30,광양항광양냉장태양광,26.3,18,,2.2,7.3,1.918296
2022-05-31,광양항광양냉장태양광,29,15.7,,1.9,2,4.37607
2022-06-01,광양항광양냉장태양광,29.5,17.5,,1.5,5.1,3.981707
2022-06-02,광양항광양냉장태양광,29.7,14.8,,1.5,0.6,4.244936
2022-06-03,광양항광양냉장태양광,30.3,18,,1.6,1,4.016902
2022-06-04,광양항광양냉장태양광,27.4,17.8,,2.7,6.9,3.465373
2022-06-05,광양항광양냉장태양광,21.2,16.3,33.9,3.6,9.9,0.546225
2022-06-06,광양항광양냉장태양광,26.2,16.1,0,1.8,5.9,3.458623
2022-06-07,광양항광양냉장태양광,22.3,15.7,0.5,2.1,7.4,1.865749
2022-06-08,광양항광양냉장태양광,22.2,15.3,0.1,1.8,6.4,2.101978
2022-06-09,광양항광양냉장태양광,25.9,16,,1.7,5.4,3.883357
2022-06-10,광양항광양냉장태양광,25.7,15.2,,1.3,7.3,3.188162
2022-06-11,광양항광양냉장태양광,28.6,17.9,,1.8,7.5,3.168395
2022-06-12,광양항광양냉장태양광,26.3,17.4,,1.9,5.8,3.494299
2022-06-13,광양항광양냉장태양광,23.1,17.3,1.2,3.3,9.9,1.544663
2022-06-14,광양항광양냉장태양광,20.9,16.4,1.4,4.9,8.6,1.741365
2022-06-15,광양항광양냉장태양광,26.7,16.5,,1.8,6.6,3.026657
2022-06-16,광양항광양냉장태양광,30.4,19.3,,2.1,5.1,3.842863
2022-06-17,광양항광양냉장태양광,28.7,18.6,1.6,1.3,5.9,3.515512
2022-06-18,광양항광양냉장태양광,30.7,21.1,,1.9,3.5,4.196727
2022-06-19,광양항광양냉장태양광,31.1,21.6,0,1.7,4,4.15141
2022-06-20,광양항광양냉장태양광,30.9,22.4,,1.4,6.3,3.431145
2022-06-21,광양항광양냉장태양광,32.7,21.7,,2,4.1,3.917588
2022-06-22,광양항광양냉장태양광,32.4,22.4,,1.8,3.9,4.111394
2022-06-23,광양항광양냉장태양광,27.4,22.9,0.4,1.6,7.4,1.152714
2022-06-24,광양항광양냉장태양광,28.8,22.6,46.2,2.6,7.4,2.497787
2022-06-25,광양항광양냉장태양광,29.6,22.6,,1.6,6.5,2.174297
2022-06-26,광양항광양냉장태양광,30.5,23.1,,1.6,7.3,1.574556
2022-06-27,광양항광양냉장태양광,26.3,24.5,4.7,2.2,9.4,1.01194
2022-06-28,광양항광양냉장태양광,27.3,24.4,8.4,2.6,7.8,1.380749
2022-06-29,광양항광양냉장태양광,28.5,24.3,6.9,2.6,8.3,1.790541
2022-06-30,광양항광양냉장태양광,30.6,24.1,5,2,5.6,3.956637
2021-06-01,광양항어울림태양광,28.8,15.4,,0.9,4.9,6.074584615
2021-06-02,광양항어울림태양광,28.6,17.7,,0.8,7.9,4.650092308
2021-06-03,광양항어울림태양광,20.6,17.9,22,1.2,9.6,0.955569231
2021-06-04,광양항어울림태양광,27,16.8,1.5,1.7,7.5,6.302769231
2021-06-05,광양항어울림태양광,27,14,,1.5,5.8,5.760738462
2021-06-06,광양항어울림태양광,27.7,17,,1.1,2.5,6.140307692
2021-06-07,광양항어울림태양광,28.7,16.7,,0.9,4,5.7504
2021-06-08,광양항어울림태양광,30.4,18.5,,1.1,5.1,6.0768
2021-06-09,광양항어울림태양광,30.8,19,,1.2,4,6.366276923
2021-06-10,광양항어울림태양광,26.4,19.2,0,1.2,8.9,3.092676923
2021-06-11,광양항어울림태양광,24.1,19.1,52,1,7.8,2.515938462
2021-06-12,광양항어울림태양광,28.2,20.6,,1.6,6.6,5.271138462
2021-06-13,광양항어울림태양광,30.1,21.4,,1,6.5,5.881107692
2021-06-14,광양항어울림태양광,27.2,20.8,,1.4,7.6,2.497476923
2021-06-15,광양항어울림태양광,22.3,19.7,19,2.5,7.8,0.816738462
2021-06-16,광양항어울림태양광,25.4,19.2,0.5,4.2,5.4,3.854030769
2021-06-17,광양항어울림태양광,26.3,19.2,1.5,1.8,8.9,4.029784615
2021-06-18,광양항어울림태양광,26,19,2,0.7,9.1,2.436184615
2021-06-19,광양항어울림태양광,30.2,18.6,,0.7,2.4,6.586338462
2021-06-20,광양항어울림태양광,30.4,18.5,,1,6.6,5.890707692
2021-06-21,광양항어울림태양광,31.6,19.9,,1.1,4.9,5.989661538
2021-06-22,광양항어울림태양광,27.7,19.3,,1.1,5.9,5.010461538
2021-06-23,광양항어울림태양광,26.4,19.4,0.2,0.9,7,3.456
2021-06-24,광양항어울림태양광,26.9,18.9,,1,7,5.271876923
2021-06-25,광양항어울림태양광,28.6,18.4,,0.8,7.6,5.743753846
2021-06-26,광양항어울림태양광,28.3,20.2,0,1,6.9,4.9152
2021-06-27,광양항어울림태양광,29.5,19.1,,1.2,4.8,5.891446154
2021-06-28,광양항어울림태양광,29.2,21.5,0.1,1.6,6.5,4.602092308
2021-06-29,광양항어울림태양광,28.7,21.3,,0.9,7.6,5.033353846
2021-06-30,광양항어울림태양광,29.5,21,,1.2,6.7,4.692923077
2021-07-01,광양항어울림태양광,31.3,19.9,,1.3,3.9,6.054646154
2021-07-02,광양항어울림태양광,30.5,21.8,,1.1,6.8,4.704
2021-07-03,광양항어울림태양광,25,21.5,45.5,2.3,9.6,0.573046154
2021-07-04,광양항어울림태양광,28,22.1,9,2.4,8.4,4.065969231
2021-07-05,광양항어울림태양광,23.1,20.5,57.5,0.5,10,0.754707692
2021-07-06,광양항어울림태양광,24.1,20.7,206.5,1,10,0.354461538
2021-07-07,광양항어울림태양광,28.7,22.8,38.5,1.5,9.6,1.444430769
2021-07-08,광양항어울림태양광,29.7,23,6.6,0.6,9.8,2.852676923
2021-07-09,광양항어울림태양광,29.7,23,13,1.3,7.5,3.777969231
2021-07-10,광양항어울림태양광,30.1,22.6,,1.1,5.4,4.246892308
2021-07-11,광양항어울림태양광,31.9,22.9,0,1.1,5.5,4.582892308
2021-07-12,광양항어울림태양광,32.6,24.8,,1.1,6.6,5.382646154
2021-07-13,광양항어울림태양광,32.4,24.9,,1.1,6.4,5.889230769
2021-07-14,광양항어울림태양광,32.1,25.3,,1.1,7,5.294030769
2021-07-15,광양항어울림태양광,32.3,23.7,,0.9,5.5,5.161107692
2021-07-16,광양항어울림태양광,32.5,23.1,0.5,1,6.1,4.728369231
2021-07-17,광양항어울림태양광,30,23,0.5,2.1,7.5,4.055630769
2021-07-18,광양항어울림태양광,31.3,23.8,0,2.6,6.3,4.428553846
2021-07-19,광양항어울림태양광,30.8,22.9,0.5,1.7,9.5,4.724676923
2021-07-20,광양항어울림태양광,29.5,25.3,0,1.8,10,3.111876923
2021-07-21,광양항어울림태양광,32.5,25.2,,2.2,6.8,4.416
2021-07-22,광양항어울림태양광,32.4,25,,2.5,4.9,4.984615385
2021-07-23,광양항어울림태양광,32.3,24.8,,2.2,7.8,5.592369231
2021-07-24,광양항어울림태양광,32.3,25.9,,2.4,8.1,5.313969231
2021-07-25,광양항어울림태양광,32.3,25.4,,2.9,6.4,5.694276923
2021-07-26,광양항어울림태양광,32.4,25.1,,2.7,5.6,5.234953846
2021-07-27,광양항어울림태양광,33.2,24,,1.5,3.3,6.314584615
2021-07-28,광양항어울림태양광,33.9,24.3,,1.1,3.6,6.039138462
2021-07-29,광양항어울림태양광,33.8,24,,1,5.8,5.549538462
2021-07-30,광양항어울림태양광,33.4,23.8,,1,5.9,5.834584615
2021-07-31,광양항어울림태양광,34.8,25.6,1,1,6.8,5.020061538
2021-08-01,광양항어울림태양광,35.3,26.4,0,1.1,8,5.208369231
2021-08-02,광양항어울림태양광,32.3,24.8,24,0.8,8.3,4.709907692
2021-08-03,광양항어울림태양광,31.6,25,0.5,0.7,6.8,3.740307692
2021-08-04,광양항어울림태양광,34.3,24.1,,0.8,3.1,5.762215385
2021-08-05,광양항어울림태양광,35.1,24.6,,0.7,2.9,5.562830769
2021-08-06,광양항어울림태양광,36.5,25.3,,1,2.5,5.813907692
2021-08-07,광양항어울림태양광,36.2,25.4,0,1.2,6,5.644061538
2021-08-08,광양항어울림태양광,29.4,23.7,7.5,1.7,8.9,2.277415385
2021-08-09,광양항어울림태양광,32.5,22.6,77.5,0.9,6.1,4.271261538
2021-08-10,광양항어울림태양광,30.5,23.2,1,1.1,7.8,4.863507692
2021-08-11,광양항어울림태양광,29.9,23.2,0.3,1.3,6.1,4.423384615
2021-08-12,광양항어울림태양광,30.3,22.5,0.5,1.3,7.6,4.064492308
2021-08-13,광양항어울림태양광,28,23.7,0.5,1.7,10,1.885292308
2021-08-14,광양항어울림태양광,26.2,21.6,8,2,9.1,2.479015385
2021-08-15,광양항어울림태양광,30.4,21.5,,1.8,7.4,5.354584615
2021-08-16,광양항어울림태양광,29.3,22.3,,2.8,6.8,3.8592
2021-08-17,광양항어울림태양광,30.3,23,,2.3,7.4,3.812676923
2021-08-18,광양항어울림태양광,29.7,21.9,0.5,2.1,7.4,5.477907692
2021-08-19,광양항어울림태양광,30.8,20.9,8,1,5.6,5.178092308
2021-08-20,광양항어울림태양광,29.8,20.2,,1.3,4,5.395938462
2021-08-21,광양항어울림태양광,25.2,21.6,62.5,1.6,8.8,0.331569231
2021-08-22,광양항어울림태양광,30.3,21.7,,1,7.8,4.5984
2021-08-23,광양항어울림태양광,25,22.4,83,1.6,9.9,1.415630769
2021-08-24,광양항어울림태양광,29,23.2,17,1.7,9,1.632
2021-08-25,광양항어울림태양광,26.4,23.2,27,0.3,8,1.030153846
2021-08-26,광양항어울림태양광,31.6,22.5,,0.7,4.5,5.333169231
2021-08-27,광양항어울림태양광,31.7,22.6,3,1.3,7.5,3.631753846
2021-08-28,광양항어울림태양광,31.3,23.2,0,0.7,8.1,4.082953846
2021-08-29,광양항어울림태양광,31,23.8,21.5,0.9,7.6,3.221169231
2021-08-30,광양항어울림태양광,31.6,23.1,12,0.7,7.1,4.3296
2021-08-31,광양항어울림태양광,31.4,22.6,,0.8,6.9,4.560738462
2021-09-01,광양항어울림태양광,29.1,23.5,40.5,1.1,9.4,1.679261538
2021-09-02,광양항어울림태양광,25.4,19.8,7.5,1.6,8.1,1.523446154
2021-09-03,광양항어울림태양광,24.7,19.3,0.2,2.8,7.1,3.052061538
2021-09-04,광양항어울림태양광,26.8,20.4,0,1.9,9.6,3.794953846
2021-09-05,광양항어울림태양광,23.2,20.1,0.5,2.7,10,1.645292308
2021-09-06,광양항어울림태양광,21.5,17.1,17,2.7,9.8,0.773907692
2021-09-07,광양항어울림태양광,26.1,20.9,2,1.3,9.1,1.426707692
2021-09-08,광양항어울림태양광,28.4,20.2,,1,6.6,4.717292308
2021-09-09,광양항어울림태양광,29.5,19,,0.6,7.3,4.190769231
2021-09-10,광양항어울림태양광,24.9,20.7,1.5,0.3,8.9,1.272369231
2021-09-11,광양항어울림태양광,30.2,19.4,,0.7,1.5,5.1744
2021-09-12,광양항어울림태양광,30.1,20.2,,0.9,7.8,4.299323077
2021-09-13,광양항어울림태양광,25.3,22.2,,3.3,10,2.357169231
2021-09-14,광양항어울림태양광,23.9,19.1,9,4.4,9.4,1.486523077
2021-09-15,광양항어울림태양광,27.4,21.4,,4.5,7.4,3.799384615
2021-09-16,광양항어울림태양광,22.7,20.3,0.4,4,8.1,1.350646154
2021-09-17,광양항어울림태양광,25.5,19.4,7,4.5,8.3,1.888984615
2021-09-18,광양항어울림태양광,27.6,20,,1,5.8,3.516553846
2021-09-19,광양항어울림태양광,27.3,18.4,,1.5,3.6,5.4624
2021-09-20,광양항어울림태양광,25.4,19.7,0,2.6,6.8,2.946461538
2021-09-21,광양항어울림태양광,26.6,19.3,3,1.4,5.6,2.070646154
2021-09-22,광양항어울림태양광,28.3,18.2,6.5,0.9,3.6,4.3968
2021-09-23,광양항어울림태양광,27.5,18,,1.4,3,4.888615385
2021-09-24,광양항어울림태양광,26.6,16.8,,1.5,5,4.9056
2021-09-25,광양항어울림태양광,26.4,19.2,,2.7,5.6,2.338707692
2021-09-26,광양항어울림태양광,26,20.1,0,2.4,8.8,3.162092308
2021-09-27,광양항어울림태양광,26.8,19.9,0,2.4,7.3,4.6464
2021-09-28,광양항어울림태양광,24.9,20.1,0.5,1.5,8,1.914830769
2021-09-29,광양항어울림태양광,26.6,20.7,41,0.4,8.4,1.342523077
2021-09-30,광양항어울림태양광,26.6,19.5,10,1.3,4.3,3.490707692
2021-10-01,광양항어울림태양광,28.9,16.7,,0.7,0.7,4.849476923
2021-10-02,광양항어울림태양광,29.7,17.8,,0.7,0,4.807384615
2021-10-03,광양항어울림태양광,28.9,18.3,,0.7,3.1,4.688492308
2021-10-04,광양항어울림태양광,30.1,21.6,,1.2,5,4.073353846
2021-10-05,광양항어울림태양광,30.3,19.9,,0.9,0.6,4.593969231
2021-10-06,광양항어울림태양광,28.2,19.1,,0.8,2,4.499446154
2021-10-07,광양항어울림태양광,28.4,19.2,,0.7,5.1,4.014276923
2021-10-08,광양항어울림태양광,27.4,20.1,0.3,1.2,8.4,2.972307692
2021-10-09,광양항어울림태양광,28.3,20.8,,2,3.4,4.409353846
2021-10-10,광양항어울림태양광,29.4,19.5,26,0.7,6,2.800984615
2021-10-11,광양항어울림태양광,22.8,16.9,17.5,1.3,9.5,0.753969231
2021-10-12,광양항어울림태양광,19.2,16.9,2.5,3.7,6.8,2.2176
2021-10-13,광양항어울림태양광,23.8,16.9,,2.6,7,3.509169231
2021-10-14,광양항어울림태양광,27.4,17.4,,0.9,3.5,4.267569231
2021-10-15,광양항어울림태양광,25.4,15.5,0.5,0.6,6.9,3.333415385
2021-10-16,광양항어울림태양광,18.3,8.6,11,1.5,9.6,1.162338462
2021-10-17,광양항어울림태양광,16.2,3.5,,1.2,0.9,5.043692308
2021-10-18,광양항어울림태양광,18.6,3.8,,0.7,2.3,4.903384615
2021-10-19,광양항어울림태양광,19.6,9,,1.4,4.8,4.221784615
2021-10-20,광양항어울림태양광,17.2,6.3,,0.8,7.5,3.364430769
2021-10-21,광양항어울림태양광,19.2,7.7,,0.9,5.6,3.612553846
2021-10-22,광양항어울림태양광,18.3,7.7,,1.2,0,4.764553846
2021-10-23,광양항어울림태양광,19.9,7,,1,0,4.610953846
2021-10-24,광양항어울림태양광,20.6,9.1,,0.5,7.3,3.382153846
2021-10-25,광양항어울림태양광,21.9,9.4,,0.7,2,4.3872
2021-10-26,광양항어울림태양광,21.3,8.7,,0.6,5.4,4.094769231
2021-10-27,광양항어울림태양광,21.8,10.4,,1.4,1.9,3.8976
2021-10-28,광양항어울림태양광,21.1,8.1,,1.1,0.8,4.298584615
2021-10-29,광양항어울림태양광,20,12.2,,2.3,4,3.982523077
2021-10-30,광양항어울림태양광,19,11.5,,0.7,7.5,1.925169231
2021-10-31,광양항어울림태양광,21.9,9.8,,0.6,1.6,3.978830769
2021-11-01,광양항어울림태양광,22.4,11.5,,0.8,2.5,3.510646154
2021-11-02,광양항어울림태양광,20.4,8.4,,1,1.6,3.882092308
2021-11-03,광양항어울림태양광,20.7,7.4,,0.8,2.8,3.885784615
2021-11-04,광양항어울림태양광,21.2,9.7,,0.6,3.1,3.759507692
2021-11-05,광양항어울림태양광,19.2,9.9,,1.4,5.5,2.777353846
2021-11-06,광양항어울림태양광,20.7,14.8,,2.7,2.5,3.405046154
2021-11-07,광양항어울림태양광,21.7,13,,2.7,4.1,3.706338462
2021-11-08,광양항어울림태양광,17.7,7,28.5,1.9,6.1,0.851446154
2021-11-09,광양항어울림태양광,13.2,5.3,0.1,2.1,4.6,2.367507692
2021-11-10,광양항어울림태양광,12.1,6.3,1,2.1,5.1,2.244923077
2021-11-11,광양항어울림태양광,13.3,5.9,0.2,1.9,4.9,2.270030769
2021-11-12,광양항어울림태양광,12.3,4.3,0.1,1.3,2.3,2.494523077
2021-11-13,광양항어울림태양광,16.4,3.9,,1,2.5,3.349661538
2021-11-14,광양항어울림태양광,18.6,6.9,,0.8,1.1,2.931692308
2021-11-15,광양항어울림태양광,18,7.9,,0.7,1.4,3.3792
2021-11-16,광양항어울림태양광,17.5,8.2,,0.7,3.8,2.775876923
2021-11-17,광양항어울림태양광,17.7,5.5,,0.9,2.9,3.481107692
2021-11-18,광양항어울림태양광,19,6,,0.8,0.5,3.370338462
2021-11-19,광양항어울림태양광,20.5,6.9,,0.8,0,3.498092308
2021-11-20,광양항어울림태양광,19.8,7.7,,0.6,3,3.142153846
2021-11-21,광양항어울림태양광,17.7,9.2,,0.5,8.9,1.425969231
2021-11-22,광양항어울림태양광,14.7,3.2,0.1,2.9,5.8,2.463507692
2021-11-23,광양항어울림태양광,8.6,2.7,0.1,2.2,6.6,2.434707692
2021-11-24,광양항어울림태양광,13.7,3.4,0,1.2,4,2.700553846
2021-11-25,광양항어울림태양광,17.3,6.3,,1.2,1.5,2.912492308
2021-11-26,광양항어울림태양광,14.6,5.1,,1.4,0,3.537969231
2021-11-27,광양항어울림태양광,12.7,3.8,,1,0.1,3.447138462
2021-11-28,광양항어울림태양광,15,1.9,,0.5,2.4,3.394707692
2021-11-29,광양항어울림태양광,16.8,4.3,,0.6,2,3.168
2021-11-30,광양항어울림태양광,13.2,4.4,14.5,2.1,7.3,0.575261538
2021-12-01,광양항어울림태양광,6,0.6,0.1,3.1,3.4,2.249353846
2021-12-02,광양항어울림태양광,9.9,-1.8,,1.1,2.6,3.280984615
2021-12-03,광양항어울림태양광,11.4,2.8,0,1.8,5.3,2.326153846
2021-12-04,광양항어울림태양광,10,0.7,,1.4,2.4,1.984246154
2021-12-05,광양항어울림태양광,11.9,1.9,,0.6,4.1,2.366030769
2021-12-06,광양항어울림태양광,15.7,5.9,,0.6,4,3.059446154
2021-12-07,광양항어울림태양광,16.2,5,0,1,0,3.174646154
2021-12-08,광양항어울림태양광,14,5.3,,1.1,0.5,3.276553846
2021-12-09,광양항어울림태양광,14.4,4.6,,1.2,5.4,1.887507692
2021-12-10,광양항어울림태양광,17.1,7.3,,1,4.6,2.111261538
2021-12-11,광양항어울림태양광,14.9,5.8,,0.8,5.5,2.851938462
2021-12-12,광양항어울림태양광,12.5,0.7,,2.8,5.3,1.735384615
2021-12-13,광양항어울림태양광,8.1,-2.2,,2,0,3.512123077
2021-12-14,광양항어울림태양광,10.6,-2.5,,1,2.5,2.867446154
2021-12-15,광양항어울림태양광,14.6,3.7,,0.7,4.1,1.964307692
2021-12-16,광양항어울림태양광,11.8,6.1,1.5,0.6,9,0.964430769
2021-12-17,광양항어울림태양광,8.2,-4.2,0,3.8,6,2.461292308
2021-12-18,광양항어울림태양광,4.3,-7.1,0,1.7,2.9,3.497353846
2021-12-19,광양항어울림태양광,8.4,-0.6,0,2.4,3.8,3.086769231
2021-12-20,광양항어울림태양광,12.9,1.9,,1.1,3.8,2.800984615
2021-12-21,광양항어울림태양광,16,5.7,,1.2,0.3,2.812061538
2021-12-22,광양항어울림태양광,14.5,2.5,,0.6,0,3.131076923
2021-12-23,광양항어울림태양광,13.9,2,,0.5,0.6,2.987076923
2021-12-24,광양항어울림태양광,10.9,1.1,,1.3,6,1.483569231
2021-12-25,광양항어울림태양광,1.2,-6.9,,3.1,0,3.562338462
2021-12-26,광양항어울림태양광,0,-7.8,,2.5,0,3.604430769
2021-12-27,광양항어울림태양광,4.5,-7.4,,1.7,1.9,3.454523077
2021-12-28,광양항어울림태양광,9.6,-1,,1.2,4.4,3.038769231
2021-12-29,광양항어울림태양광,10.9,1.8,,2.2,5,2.143015385
2021-12-30,광양항어울림태양광,5.8,-0.3,0,3.7,3.8,3.218215385
2021-12-31,광양항어울림태양광,3,-2.9,0,3.4,2.3,3.516553846
2022-01-01,광양항어울림태양광,6.7,-4.8,,0.7,3.5,3.376246154
2022-01-02,광양항어울림태양광,10.5,-1.7,,1.6,1.1,2.9856
2022-01-03,광양항어울림태양광,9.4,-2,,1.5,0.1,3.450830769
2022-01-04,광양항어울림태양광,9.3,0.3,,1.5,2.9,3.236676923
2022-01-05,광양항어울림태양광,7.4,0.9,0.3,0.8,9.5,0.977723077
2022-01-06,광양항어울림태양광,10.2,0,0,1.5,2.3,3.509169231
2022-01-07,광양항어울림태양광,10.9,-2.1,,0.7,0,3.412430769
2022-01-08,광양항어울림태양광,11.1,-2,,1.3,1.7,3.503261538
2022-01-09,광양항어울림태양광,9.5,0.7,,0.5,4.1,2.376369231
2022-01-10,광양항어울림태양광,11.5,0.4,,1,4.9,2.844553846
2022-01-11,광양항어울림태양광,4.7,-4.2,,3.8,3,3.621415385
2022-01-12,광양항어울림태양광,3.6,-5,,4,2.3,3.770584615
2022-01-13,광양항어울림태양광,2.3,-3.4,,2.7,4.9,3.506215385
2022-01-14,광양항어울림태양광,6.8,-4.3,,1.8,3.1,3.761723077
2022-01-15,광양항어울림태양광,10.8,-1.4,,1,4.5,3.291323077
2022-01-16,광양항어울림태양광,7.4,-1.7,,2.8,3.9,3.272861538
2022-01-17,광양항어울림태양광,5.1,-2.2,,3.1,6,2.891815385
2022-01-18,광양항어울림태양광,5.8,-4.8,,1.7,0,3.839261538
2022-01-19,광양항어울림태양광,8.2,-4.8,,1.3,2.6,3.373292308
2022-01-20,광양항어울림태양광,6.1,-4.7,,1.5,0.5,3.698215385
2022-01-21,광양항어울림태양광,9,-2.6,,0.7,3.5,3.401353846
2022-01-22,광양항어울림태양광,11.6,1.1,,0.8,7.6,2.482707692
2022-01-23,광양항어울림태양광,12.1,4.5,,0.9,8.8,1.665969231
2022-01-24,광양항어울림태양광,10,4.8,,3.2,7.6,2.351261538
2022-01-25,광양항어울림태양광,8.1,4.2,0,1.1,6.4,0.799753846
2022-01-26,광양항어울림태양광,9.7,1.2,,2,4.3,3.385107692
2022-01-27,광양항어울림태양광,10.9,1.1,,1.3,6.5,3.280246154
2022-01-28,광양항어울림태양광,9.6,-0.5,,2,6.1,3.885784615
2022-01-29,광양항어울림태양광,8.1,0,,2.1,7.3,3.008492308
2022-01-30,광양항어울림태양광,8.5,-1.6,,1.6,4.3,3.213784615
2022-01-31,광양항어울림태양광,9.8,-3.1,,1.3,1,3.989169231
2022-02-01,광양항어울림태양광,7.3,0,0,2.9,4.1,3.393230769
2022-02-02,광양항어울림태양광,7.6,-0.6,,3,5.5,2.878523077
2022-02-03,광양항어울림태양광,8.1,-1.4,,2.7,4.1,4.119138462
2022-02-04,광양항어울림태양광,6,-2.7,,2.6,3.8,3.930830769
2022-02-05,광양항어울림태양광,2,-3.6,0,3.7,4.9,4.238030769
2022-02-06,광양항어울림태양광,5.6,-4,0,2.6,3.5,3.278769231
2022-02-07,광양항어울림태양광,4.6,-2.6,,1.1,8.9,1.716184615
2022-02-08,광양항어울림태양광,9.5,-1.9,,1.1,3.4,3.956676923
2022-02-09,광양항어울림태양광,10.3,-1.2,,0.6,5.6,3.153969231
2022-02-10,광양항어울림태양광,11.6,3.5,,2,3.6,4.091076923
